occurrence_id,paragraph/table location,claim_text,source_key,source_title,semantic_status,evidence_note,evidence_locator,verification_url,source_page,exact_heading,support_scope,recommended_action
OCC-0072,p_171,LogAnomaly  [26],Meng2019LogAnomaly,LogAnomaly: Unsupervised Detection of Sequential and Quantitative Anomalies in Unstructured Logs,SUPPORTED,"Meng et al. (IJCAI 2019) đề xuất phương pháp Template2Vec kết hợp Word2Vec, FastText và trọng số d-IDF để chuyển đổi mẫu log thành vector ngữ nghĩa liên tục.",https://doi.org/10.24963/ijcai.2019/658 | p. 2-4 | 3 Template2Vec & 4 Anomaly Detection,https://doi.org/10.24963/ijcai.2019/658,p. 2-4,3 Template2Vec & 4 Anomaly Detection,LOGANOMALY_TEMPLATE2VEC,NONE
OCC-0073,p_171,"trong khi đó, Logsy  [27]",Nedelkoski2020SelfAttentive,Self-Attentive Classification-Based Anomaly Detection in Unstructured Logs,SUPPORTED,Nedelkoski et al. (ICDM 2020) thiết kế kiến trúc phân loại dựa trên Self-Attention để gán nhãn bất thường cho chuỗi log mà không cần tách rời bước khai phá cú pháp.,https://doi.org/10.1109/ICDM50108.2020.00148 | p. 2-3 | III. APPROACH (B. Self-Attentive Architecture),https://doi.org/10.1109/ICDM50108.2020.00148,p. 2-3,III. APPROACH (B. Self-Attentive Architecture),SELF_ATTENTIVE_ANOMALY,NONE
OCC-0074,p_171,"Thứ hai, bước chuyển sang mô hình hóa chuỗi sâu sắc hơn được khởi xướng bởi LogBERT  [24]",Guo2021LogBERT,LogBERT: Log Anomaly Detection via BERT,SUPPORTED,Guo et al. (IJCNN 2021) đề xuất tác vụ Masked Log Key Prediction (MLKP) kết hợp hàm mục tiêu co thể tích siêu cầu để học ranh giới bình thường.,https://doi.org/10.1109/IJCNN52387.2021.9534113 | p. 3-4 | III. METHODOLOGY (B. Pre-training LogBERT & C. Objective Functions),https://doi.org/10.1109/IJCNN52387.2021.9534113,p. 3-4,III. METHODOLOGY (B. Pre-training LogBERT & C. Objective Functions),LOGBERT_MLKP_OBJECTIVE,NONE
OCC-0075,p_171,Trong kiến trúc Transformer  [28],Vaswani2017Transformer,Attention Is All You Need,SUPPORTED,Vaswani et al. (NeurIPS 2017) thiết lập cơ sở toán học của cơ chế chú ý tự thân Scaled Dot-Product Attention và Multi-Head Attention.,https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html | p. 3-5 | 3 Model Architecture (3.2 Attention),https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html,p. 3-5,3 Model Architecture (3.2 Attention),TRANSFORMER_ATTENTION_FOUNDATION,NONE
OCC-0076,p_171,"song song đó, hướng tiếp cận không dùng parser như NeuralLog  [25]",Le2021NeuralLog,Log-based Anomaly Detection Without Log Parsing,SUPPORTED,Le et al. (ASE 2021) chứng minh tính khả thi của hướng tiếp cận parser-free bằng cách mã hóa trực tiếp văn bản log thô qua mô hình BERT.,https://doi.org/10.1109/ASE51524.2021.9678773 | p. 3-5 | III. NEURALLOG (A. System Architecture),https://doi.org/10.1109/ASE51524.2021.9678773,p. 3-5,III. NEURALLOG (A. System Architecture),NEURALLOG_PARSER_FREE,NONE
OCC-0077,p_171,"Để kiểm soát hiện tượng này, kỹ thuật chính quy hóa VICReg  [12]",Bardes2022VICReg,VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,SUPPORTED,Bardes et al. (ICLR 2022) thiết lập phương pháp chính quy hóa VICReg nhằm ngăn chặn sự sụp đổ chiều biểu diễn trong không gian vector tiềm ẩn.,https://openreview.net/forum?id=xm6YD62D1Ub | p. 4-5 | 4 VICREG: DETAILED DESCRIPTION (4.1 METHOD),https://openreview.net/forum?id=xm6YD62D1Ub,p. 4-5,4 VICREG: DETAILED DESCRIPTION (4.1 METHOD),VICREG_REGULARIZATION_DESIGN,NONE
OCC-0078,p_172,"Mặc dù đạt kết quả tốt trên các tập dữ liệu phần mềm, nhóm phương pháp Semantic–Sequential đối mặt với ba rào cản khi áp dụng vào an ninh mạng  [10]",Arp2022DosDonts,Dos and Don'ts of Machine Learning in Computer Security,SUPPORTED,"Arp et al. (USENIX Security 2022) tổng kết 10 cạm bẫy thực nghiệm khi áp dụng các kỹ thuật học máy vào an ninh mạng, giải thích vì sao mô hình chuỗi ngữ nghĩa suy giảm hiệu năng trong thực tế.",https://www.usenix.org/conference/usenixsecurity22/presentation/arp | p. 2-5 | 2 Pitfalls in Machine Learning for Security (Table 1),https://www.usenix.org/conference/usenixsecurity22/presentation/arp,p. 2-5,2 Pitfalls in Machine Learning for Security (Table 1),SEMANTIC_SEQUENTIAL_PITFALLS,NONE
OCC-0079,p_172,"Mặc dù đạt kết quả tốt trên các tập dữ liệu phần mềm, nhóm phương pháp Semantic–Sequential đối mặt với ba rào cản khi áp dụng vào an ninh mạng  [10],  [5]",Liu2025DatasetQualityLogs,What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,SUPPORTED,"Liu et al. (S&P 2025) chỉ ra các rào cản chất lượng dữ liệu: nhiễu nền giả tạo, tỷ lệ mất cân bằng cực đoan và sự khác biệt môi trường khiến mô hình học chuỗi gặp khó khăn.",https://doi.org/10.1109/SP61157.2025.00112 | p. 2-4 | 2. Endpoint Threat Detection Datasets & 3. What Activities are in the Dataset?,https://doi.org/10.1109/SP61157.2025.00112,p. 2-4,2. Endpoint Threat Detection Datasets & 3. What Activities are in the Dataset?,DATASET_QUALITY_BARRIERS,NONE
OCC-0080,p_172,"khi đánh giá trong điều kiện phân vùng nghiêm ngặt, năng lực phân tách thực tế cần được kiểm chứng cẩn trọng  [10]",Arp2022DosDonts,Dos and Don'ts of Machine Learning in Computer Security,SUPPORTED,Arp et al. (USENIX Security 2022) nhấn mạnh rằng năng lực phân tách thực tế của mô hình an ninh chỉ được khẳng định khi đánh giá dưới điều kiện phân chia dữ liệu thời gian nghiêm ngặt.,"https://www.usenix.org/conference/usenixsecurity22/presentation/arp | p. 3, 13 | 2.2 System Design (P3 Data Snooping) & 5 Recommendations",https://www.usenix.org/conference/usenixsecurity22/presentation/arp,"p. 3, 13",2.2 System Design (P3 Data Snooping) & 5 Recommendations,TEMPORAL_PARTITIONING_VERIFICATION,NONE
OCC-0081,p_172,cơ chế Self-Attention trong Transformer  [28],Vaswani2017Transformer,Attention Is All You Need,SUPPORTED,Vaswani et al. (NeurIPS 2017) mô tả cơ chế Self-Attention tính toán trọng số tương tác giữa tất cả các vị trí trong chuỗi với độ phức tạp O(L^2).,https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html | p. 3-4 | 3.2 Attention (3.2.1 Scaled Dot-Product Attention),https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html,p. 3-4,3.2 Attention (3.2.1 Scaled Dot-Product Attention),SELF_ATTENTION_MECHANISM,NONE
OCC-0082,p_174,"Để khắc phục hạn chế của mô hình chuỗi khi một sự kiện đơn lẻ không chứa đủ ngữ cảnh của cả chuỗi hành vi, hướng tiếp cận dựa trên đồ thị nguồn gốc hệ thống mô hình hóa toàn bộ lịch sử thực thi và tương tác trong hệ điều hành dưới dạng một đồ thị có hướng, không đồng nhất và gán nhãn thời gian  [3]",Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) làm rõ động lực ra đời của đồ thị nguồn gốc hệ thống nhằm giải quyết sự thiếu hụt cấu trúc liên kết và phân mảnh ngữ cảnh của log tuần tự.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 2-3 | II. DATA PROVENANCE PRIMER & III. PROVENANCE-BASED SYSTEM AUDITING,https://doi.org/10.1109/SP46215.2023.10179405,p. 2-3,II. DATA PROVENANCE PRIMER & III. PROVENANCE-BASED SYSTEM AUDITING,PROVENANCE_GRAPH_ORIGIN,NONE
OCC-0083,p_174,"Để khắc phục hạn chế của mô hình chuỗi khi một sự kiện đơn lẻ không chứa đủ ngữ cảnh của cả chuỗi hành vi, hướng tiếp cận dựa trên đồ thị nguồn gốc hệ thống mô hình hóa toàn bộ lịch sử thực thi và tương tác trong hệ điều hành dưới dạng một đồ thị có hướng, không đồng nhất và gán nhãn thời gian  [3],  [7]",Zipperle2022PIDSSurvey,Provenance-based Intrusion Detection Systems: A Survey,SUPPORTED,Zipperle et al. (ACM CSUR 2022) phân tích ưu thế của mô hình đồ thị nguồn gốc trong việc xâu chuỗi toàn bộ quá trình thực thi thành một đồ thị có hướng bảo toàn ngữ cảnh nhân quả.,https://doi.org/10.1145/3539605 | p. 4-5 | 2.2 Provenance Graph Model,https://doi.org/10.1145/3539605,p. 4-5,2.2 Provenance Graph Model,PROVENANCE_EXECUTION_CHAIN,NONE
OCC-0084,p_176,và τ gán nhãn mốc thời gian xảy ra tương tác  [3],Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) định nghĩa cạnh trong đồ thị nguồn gốc mang nhãn thời gian tau biểu diễn thời điểm xuất hiện của tương tác hoặc lời gọi hệ thống.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 2-3 | II. DATA PROVENANCE PRIMER (B. The Provenance Graph),https://doi.org/10.1109/SP46215.2023.10179405,p. 2-3,II. DATA PROVENANCE PRIMER (B. The Provenance Graph),PROVENANCE_TEMPORAL_LABELING,NONE
OCC-0085,p_177,Các hệ thống phát hiện xâm nhập dựa trên đồ thị nguồn gốc (PIDS) tiêu biểu bao gồm  [3],Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) hệ thống hóa và khảo cứu các kiến trúc PIDS tiêu biểu trong văn hiến an ninh mạng.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 3-11 | III. PROVENANCE-BASED SYSTEM AUDITING,https://doi.org/10.1109/SP46215.2023.10179405,p. 3-11,III. PROVENANCE-BASED SYSTEM AUDITING,PIDS_SYSTEMS_OVERVIEW,NONE
OCC-0086,p_177,"Các hệ thống phát hiện xâm nhập dựa trên đồ thị nguồn gốc (PIDS) tiêu biểu bao gồm  [3],  [7]",Zipperle2022PIDSSurvey,Provenance-based Intrusion Detection Systems: A Survey,SUPPORTED,Zipperle et al. (ACM CSUR 2022) phân loại các hệ thống PIDS tiêu biểu và đối chiếu các phương pháp phát hiện an ninh trên đồ thị nguồn gốc.,https://doi.org/10.1145/3539605 | p. 12-25 | 4 INTRUSION DETECTION METHODS,https://doi.org/10.1145/3539605,p. 12-25,4 INTRUSION DETECTION METHODS,PIDS_CLASSIFICATION_OVERVIEW,NONE
OCC-0087,p_177,"Thứ nhất, UNICORN  [11]",Han2020UNICORN,UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats,SUPPORTED,Han et al. (NDSS 2020) đề xuất hệ thống UNICORN ứng dụng thuật toán Weisfeiler-Lehman để tóm tắt đồ thị nguồn gốc động thành histogram dòng phục vụ phát hiện APT.,https://doi.org/10.14722/ndss.2020.24046 | p. 4-6 | IV. DESIGN (B. Constructing Graph Histograms & C. Generating Graph Sketches),https://doi.org/10.14722/ndss.2020.24046,p. 4-6,IV. DESIGN (B. Constructing Graph Histograms & C. Generating Graph Sketches),UNICORN_WL_HISTOGRAPH,NONE
OCC-0088,p_177,"Thứ hai, KAIROS  [29]",Cheng2024KAIROS,KAIROS: Practical Intrusion Detection and Investigation using Whole-system Provenance,SUPPORTED,Cheng et al. (S&P 2024) đề xuất hệ thống KAIROS ứng dụng mạng nơ-ron đồ thị thời gian (Temporal GNN) để mô hình hóa sự tiến triển của các quan hệ nhân quả.,https://doi.org/10.1109/SP54263.2024.00005 | p. 5-8 | 4. KAIROS Framework (4.2. Graph Learning & 4.3. Anomaly Detection),https://doi.org/10.1109/SP54263.2024.00005,p. 5-8,4. KAIROS Framework (4.2. Graph Learning & 4.3. Anomaly Detection),KAIROS_TEMPORAL_GNN,NONE
OCC-0089,p_177,"Thứ ba, NODLINK  [30]",Li2024NODLINK,NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation,SUPPORTED,Li et al. (NDSS 2024) đề xuất hệ thống NODLINK phát hiện APT trực tuyến và tái dựng đồ thị con tấn công thông qua thuật toán cây Steiner xấp xỉ trực tuyến.,https://doi.org/10.14722/ndss.2024.23204 | p. 4-8 | IV. OVERVIEW OF NODLINK & V. DESIGN DETAILS (B. Terminal Identification & C. Hopset Construction),https://doi.org/10.14722/ndss.2024.23204,p. 4-8,IV. OVERVIEW OF NODLINK & V. DESIGN DETAILS (B. Terminal Identification & C. Hopset Construction),NODLINK_STEINER_TREE,NONE
OCC-0090,p_177,"Thứ tư, MAGIC  [31]",Jia2024MAGIC,MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning,SUPPORTED,Jia et al. (USENIX Security 2024) đề xuất mô hình MAGIC áp dụng cơ chế Masked Graph Autoencoder cho đồ thị nguồn gốc để học biểu diễn bền vững.,"https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian | p. 4, 6-9 | 3 MAGIC Overview & 4 Design Details (4.2 Graph Representation Module)",https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian,"p. 4, 6-9",3 MAGIC Overview & 4 Design Details (4.2 Graph Representation Module),MAGIC_MASKED_GRAPH,NONE
OCC-0091,p_177,"Thứ năm, ORTHRUS  [32]",Jiang2025ORTHRUS,ORTHRUS: Achieving High Quality of Attribution in Provenance-based Intrusion Detection Systems,SUPPORTED,Jiang et al. (USENIX Security 2025) đề xuất kiến trúc GNN hai nhánh ORTHRUS phân tách việc học đặc trưng cấu trúc tô-pô và đặc trưng ngữ nghĩa thuộc tính.,https://www.usenix.org/conference/usenixsecurity25/presentation/jiang-baoxiang | p. 4-8 | 4 ORTHRUS Framework (4.1 Graph Construction & 4.3 Temporal Graph Learning),https://www.usenix.org/conference/usenixsecurity25/presentation/jiang-baoxiang,p. 4-8,4 ORTHRUS Framework (4.1 Graph Construction & 4.3 Temporal Graph Learning),ORTHRUS_DUAL_BRANCH,NONE
OCC-0092,p_177,"các tiến trình hệ thống chạy dài hạn liên tục tương tác với nhiều tệp tin và socket, khiến đồ thị phát triển dày đặc và tạo ra nhiều liên kết phụ thuộc xa làm loãng tín hiệu bất thường  [3]",Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,Inam et al. (S&P 2023) phân tích nguyên nhân gây bùng nổ phụ thuộc từ các tiến trình hệ thống chạy dài hạn tương tác với nhiều tệp và socket.,https://doi.org/10.1109/SP46215.2023.10179405 | p. 5-7 | III. PROVENANCE-BASED SYSTEM AUDITING (B. Reduction Layer: 1) Causality-Preserving Reduction),https://doi.org/10.1109/SP46215.2023.10179405,p. 5-7,III. PROVENANCE-BASED SYSTEM AUDITING (B. Reduction Layer: 1) Causality-Preserving Reduction),DEPENDENCY_EXPLOSION_PROCESSES,NONE
OCC-0093,p_177,"các tiến trình hệ thống chạy dài hạn liên tục tương tác với nhiều tệp tin và socket, khiến đồ thị phát triển dày đặc và tạo ra nhiều liên kết phụ thuộc xa làm loãng tín hiệu bất thường  [3],  [33]",Zeng2022PalanTir,PalanTír: Optimizing Attack Provenance with Hardware-enhanced System Observability,SUPPORTED,Zeng et al. (CCS 2022) đề xuất hệ thống PalanTir sử dụng kỹ thuật phân vùng thực thi mịn và theo dõi vết con trỏ để giảm thiểu bùng nổ phụ thuộc giả tạo.,"https://doi.org/10.1145/3548606.3560570 | p. 1, 3-6 | 1 Introduction & 3 System Architecture & Taint Tracking",https://doi.org/10.1145/3548606.3560570,"p. 1, 3-6",1 Introduction & 3 System Architecture & Taint Tracking,PALANTIR_DEPENDENCY_REDUCTION,NONE
OCC-0094,p_177,kết quả đối chuẩn của Bilot et al.  [34],Bilot2025SometimesSimpler,Sometimes Simpler is Better: A Comprehensive Analysis of State-of-the-Art Provenance-Based Intrusion Detection Systems,SUPPORTED,Bilot et al. (USENIX Security 2025) thực hiện đối chuẩn quy mô lớn và chỉ ra các cạm bẫy thiết kế cùng các thiếu sót trong đánh giá PIDS hiện đại.,https://www.usenix.org/conference/usenixsecurity25/presentation/bilot | p. 2-3 | 1 Introduction & 2.1 Study Motivation,https://www.usenix.org/conference/usenixsecurity25/presentation/bilot,p. 2-3,1 Introduction & 2.1 Study Motivation,PIDS_EVALUATION_PITFALLS,NONE
OCC-0095,p_177,kết quả đối chuẩn của Bilot et al.  [34] (USENIX Security 2025) và Guerra et al.  [35],Guerra2026PIDSEvalProtocols,How Benchmarks and Evaluation Protocols Shape Conclusions in Provenance-Based Intrusion Detection,SUPPORTED,"Guerra et al. (NDSS 2026) thiết lập các giao thức đánh giá nghiêm ngặt cho PIDS, cảnh báo về nguy cơ đánh giá quá mức hiệu năng trên dữ liệu thử nghiệm.",https://arxiv.org/abs/2608.01454 | p. 1-2 | 1 Introduction,https://arxiv.org/abs/2608.01454,p. 1-2,1 Introduction,RIGOROUS_PIDS_BENCHMARKING,NONE
OCC-0096,p_177,Bilot et al.  [34],Bilot2025SometimesSimpler,Sometimes Simpler is Better: A Comprehensive Analysis of State-of-the-Art Provenance-Based Intrusion Detection Systems,SUPPORTED,Bilot et al. (USENIX Security 2025) chứng minh rằng các mô hình đơn giản hoặc luật cơ sở có thể đạt hiệu năng tương đương hoặc vượt trội các hệ thống PIDS phức tạp trên 5/7 tập dữ liệu DARPA TC.,"https://www.usenix.org/conference/usenixsecurity25/presentation/bilot | p. 12-14, 21 | 5 Systems Comparison (5.1 Detection Performance) & Table 10",https://www.usenix.org/conference/usenixsecurity25/presentation/bilot,"p. 12-14, 21",5 Systems Comparison (5.1 Detection Performance) & Table 10,SIMPLE_BASELINES_OUTPERFORM,NONE
OCC-0097,p_177,"đồng thời, nghiên cứu của Guerra et al.  [35]",Guerra2026PIDSEvalProtocols,How Benchmarks and Evaluation Protocols Shape Conclusions in Provenance-Based Intrusion Detection,SUPPORTED,Guerra et al. (NDSS 2026) chứng minh phương pháp allowlist đơn giản dựa trên sự mới lạ từ vựng (lexical novelty) đạt hiệu năng ngang bằng hoặc vượt trội SOTA trên 3/4 tập dữ liệu chuẩn.,https://arxiv.org/abs/2608.01454 | p. 6-8 | 4 Evaluation Results (4.1 Detection Performance: Allowlist vs SOTA),https://arxiv.org/abs/2608.01454,p. 6-8,4 Evaluation Results (4.1 Detection Performance: Allowlist vs SOTA),LEXICAL_ALLOWLIST_SOTA,NONE
OCC-0098,p_177,"khi tăng số lớp truyền tin, hiện tượng làm mịn quá mức (Over-smoothing), được Oono & Suzuki  [36]",Oono2020OverSmoothing,Graph Neural Networks Exponentially Lose Expressive Power for Node Classification,SUPPORTED,"Oono & Suzuki (ICLR 2020) chứng minh toán học (Định lý 1) rằng khi số lớp GNN tăng lên, biểu diễn của các nút hội tụ theo hàm mũ về một không gian con duy nhất, làm mất khả năng phân biệt.","https://openreview.net/forum?id=S1ldO2EFPr | p. 1, 3-4 | 1 INTRODUCTION & 3 MAIN RESULTS (Theorem 1)",https://openreview.net/forum?id=S1ldO2EFPr,"p. 1, 3-4",1 INTRODUCTION & 3 MAIN RESULTS (Theorem 1),OVER_SMOOTHING_THEORY,NONE
OCC-0099,p_177,"trong khi đó, hiện tượng nghẽn cổ chai thông tin (Over-squashing), được Alon & Yahav  [37]",Alon2021OverSquashing,On the Bottleneck of Graph Neural Networks and its Practical Implications,SUPPORTED,Alon & Yahav (ICLR 2021) mô hình hóa hiện tượng nghẽn cổ chai thông tin (Over-squashing) trong GNN khi nén thông tin từ vùng tiếp nhận mở rộng theo cấp số nhân vào vector có kích thước cố định.,https://openreview.net/forum?id=i80OPhOCVH2 | p. 1-3 | 1 INTRODUCTION & 2 THE OVER-SQUASHING PHENOMENON,https://openreview.net/forum?id=i80OPhOCVH2,p. 1-3,1 INTRODUCTION & 2 THE OVER-SQUASHING PHENOMENON,OVER_SQUASHING_BOTTLENECK,NONE
OCC-0100,p_178,"Nguyễn Thị Thu Thủy (Khoa An toàn thông tin, Học viện Kỹ thuật Mật mã)  [38]",Nguyen2026APTGraphLearning,Phát hiện tấn công APT dựa trên Graph Learning (Phần 2),SUPPORTED,"Khảo cứu chuyên sâu của ThS. Nguyễn Thị Thu Thủy (Khoa ATTT, Học viện Kỹ thuật Mật mã) về ứng dụng học biểu diễn đồ thị trong phát hiện tấn công APT trên dữ liệu đồ thị nguồn gốc doanh nghiệp.",https://antoanthongtin.vn/tin/phat-hien-tan-cong-apt-dua-tren-graph-learning-phan-2 | p. 1 (web) | Mô hình hóa đồ thị nguồn gốc doanh nghiệp và các phương pháp học biểu diễn,https://antoanthongtin.vn/tin/phat-hien-tan-cong-apt-dua-tren-graph-learning-phan-2,p. 1 (web),Mô hình hóa đồ thị nguồn gốc doanh nghiệp và các phương pháp học biểu diễn,APT_GRAPH_LEARNING_SURVEY,NONE
OCC-0101,p_185,"Kết quả khảo sát và phân tích đối chiếu ba nhóm phương pháp biểu diễn đặc trưng log tại Mục 1.2 cho thấy dù các kỹ thuật thống kê, mô hình chuỗi ngữ nghĩa và học biểu diễn đồ thị nguồn gốc đã giải quyết được từng khía cạnh phân tích riêng lẻ, việc triển khai chúng vào môi trường giám sát an ninh mạng doanh nghiệp thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [3]",Inam2023ProvenanceSoK,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,SUPPORTED,"Inam et al. (S&P 2023) phân tích các mâu thuẫn giữa chi phí tính toán, hiện tượng bùng nổ phụ thuộc và năng lực phát hiện thực tế khi triển khai đồ thị nguồn gốc trong SOC.","https://doi.org/10.1109/SP46215.2023.10179405 | p. 3-11, 15 | III. PROVENANCE-BASED SYSTEM AUDITING & V. FUTURE DIRECTIONS",https://doi.org/10.1109/SP46215.2023.10179405,"p. 3-11, 15",III. PROVENANCE-BASED SYSTEM AUDITING & V. FUTURE DIRECTIONS,PROVENANCE_LIMITATIONS_SYNTHESIS,NONE
OCC-0102,p_185,"Kết quả khảo sát và phân tích đối chiếu ba nhóm phương pháp biểu diễn đặc trưng log tại Mục 1.2 cho thấy dù các kỹ thuật thống kê, mô hình chuỗi ngữ nghĩa và học biểu diễn đồ thị nguồn gốc đã giải quyết được từng khía cạnh phân tích riêng lẻ, việc triển khai chúng vào môi trường giám sát an ninh mạng doanh nghiệp thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [3],  [5]",Liu2025DatasetQualityLogs,What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,SUPPORTED,Liu et al. (S&P 2025) làm rõ sự bất cập của các giả định thực nghiệm khi chuyển từ mô hình hóa log lý thuyết sang dữ liệu vận hành thực tế.,"https://doi.org/10.1109/SP61157.2025.00112 | p. 1-4, 12 | 1. Introduction, 2. Endpoint Threat Detection Datasets & 7. Discussion",https://doi.org/10.1109/SP61157.2025.00112,"p. 1-4, 12","1. Introduction, 2. Endpoint Threat Detection Datasets & 7. Discussion",DATASET_QUALITY_CONFLICTS,NONE
OCC-0103,p_185,"Kết quả khảo sát và phân tích đối chiếu ba nhóm phương pháp biểu diễn đặc trưng log tại Mục 1.2 cho thấy dù các kỹ thuật thống kê, mô hình chuỗi ngữ nghĩa và học biểu diễn đồ thị nguồn gốc đã giải quyết được từng khía cạnh phân tích riêng lẻ, việc triển khai chúng vào môi trường giám sát an ninh mạng doanh nghiệp thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [3],  [5],  [1]",Zhu2019LogParsing,Tools and Benchmarks for Automated Log Parsing,SUPPORTED,Zhu et al. (ICSE-SEIP 2019) chứng minh giới hạn của các phương pháp thống kê và phân tích cú pháp tĩnh trong việc biểu diễn ngữ nghĩa an ninh hoàn chỉnh.,"https://doi.org/10.1109/ICSE-SEIP.2019.00021 | p. 1-2, 6-7 | I. INTRODUCTION & III. EVALUATION (B. Accuracy & C. Robustness)",https://doi.org/10.1109/ICSE-SEIP.2019.00021,"p. 1-2, 6-7",I. INTRODUCTION & III. EVALUATION (B. Accuracy & C. Robustness),PARSER_REPRESENTATION_CONFLICTS,NONE
OCC-0104,p_185,"Kết quả khảo sát và phân tích đối chiếu ba nhóm phương pháp biểu diễn đặc trưng log tại Mục 1.2 cho thấy dù các kỹ thuật thống kê, mô hình chuỗi ngữ nghĩa và học biểu diễn đồ thị nguồn gốc đã giải quyết được từng khía cạnh phân tích riêng lẻ, việc triển khai chúng vào môi trường giám sát an ninh mạng doanh nghiệp thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [3],  [5],  [1],  [10]",Arp2022DosDonts,Dos and Don'ts of Machine Learning in Computer Security,SUPPORTED,Arp et al. (USENIX Security 2022) tổng kết các mâu thuẫn cơ bản về mặt phương pháp luận trong việc đánh giá và triển khai các mô hình học máy an ninh.,https://www.usenix.org/conference/usenixsecurity22/presentation/arp | p. 2-5 | 2 Pitfalls in Machine Learning for Security (Table 1),https://www.usenix.org/conference/usenixsecurity22/presentation/arp,p. 2-5,2 Pitfalls in Machine Learning for Security (Table 1),METHODOLOGICAL_PITFALLS_SYNTHESIS,NONE
OCC-0105,p_187,Dữ liệu thực nghiệm từ các nghiên cứu tiền nhiệm chỉ ra rằng các bộ phân tích cú pháp đóng vai trò giảm số chiều từ vựng bùng nổ của nhật ký hệ thống bằng cách gom cụm văn bản thành các khuôn mẫu định dạng tĩnh  [1],Zhu2019LogParsing,Tools and Benchmarks for Automated Log Parsing,SUPPORTED,Zhu et al. (ICSE-SEIP 2019) chỉ ra rằng các bộ phân tích cú pháp suy giảm độ chính xác khi đối mặt với log phức tạp hoặc chứa cấu trúc chưa từng gặp trong tập huấn luyện.,https://doi.org/10.1109/ICSE-SEIP.2019.00021 | p. 6-7 | III. EVALUATION (C. Robustness of Log Parsers),https://doi.org/10.1109/ICSE-SEIP.2019.00021,p. 6-7,III. EVALUATION (C. Robustness of Log Parsers),PARSER_OUT_OF_VOCABULARY,NONE
OCC-0106,p_187,"Dữ liệu thực nghiệm từ các nghiên cứu tiền nhiệm chỉ ra rằng các bộ phân tích cú pháp đóng vai trò giảm số chiều từ vựng bùng nổ của nhật ký hệ thống bằng cách gom cụm văn bản thành các khuôn mẫu định dạng tĩnh  [1],  [2]",Jiang2024LogParsingEval,A Large-Scale Evaluation for Log Parsing Techniques: How Far Are We?,SUPPORTED,Jiang et al. (ISSTA 2024) chứng minh thực nghiệm rằng hầu hết các bộ phân tích cú pháp đều bị suy giảm hiệu năng nghiêm trọng trên các mẫu log hiếm và log mới trong môi trường thực tế.,https://doi.org/10.1145/3650212.3652123 | p. 8-11 | 5 STUDY RESULTS (5.2 RQ2) & 6 DISCUSSION (6.1 Implications),https://doi.org/10.1145/3650212.3652123,p. 8-11,5 STUDY RESULTS (5.2 RQ2) & 6 DISCUSSION (6.1 Implications),PARSER_DEGRADATION_UNSEEN,NONE
