occurrence_id,section,paragraph_excerpt,citation_number,resolved_reference_key,resolved_author,resolved_title,named_entity_in_text,syntax_status,identity_status,semantic_status,notes
OCC-0117,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"hương sai và hiệp phương sai để duy trì độ đa dạng không gian  [10],  [11]; bên cạnh đó, việc gióng hàng trong môi trường an ninh mạng còn gặp p",11,REF-11,"J. Zbontar, L. Jing, I. Misra, Y. LeCun and S. Deny","Barlow Twins: Self-Supervised Learning via Redundancy Reduction,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0118,"Khoảng trống 3: Rò rỉ thông tin quy trình, học đường tắt và trôi dạt biểu diễn",Công trình tổng kết của Arp et al.  [8] và Liu et al.  [3] đã cảnh báo sâu sắc về tình trạng sai lệch phương,8,REF-08,"D. Arp, E. Quiring, F. Pendlebury, A. Warnecke, F. Pierazzi, C. Wressnegger, L. Cavallaro and K. Rieck","Dos and Don'ts of Machine Learning in Computer Security,",Arp et al.,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'Arp et al.' bound to [8], expected [10]"
OCC-0119,"Khoảng trống 3: Rò rỉ thông tin quy trình, học đường tắt và trôi dạt biểu diễn",Công trình tổng kết của Arp et al.  [8] và Liu et al.  [3] đã cảnh báo sâu sắc về tình trạng sai lệch phương pháp luận trong ngh,3,REF-03,"J. Liu, M. A. Inam, A. Goyal, A. Riddle, K. Westfall and A. Bates","What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,",Liu et al.,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'Liu et al.' bound to [3], expected [5]"
OCC-0120,"Khoảng trống 4: Gán nhãn mức thô, phân bổ bằng chứng yếu và nhiễu quản trị viên","giờ hoặc toàn bộ một máy chủ bị xâm nhập trong một khoảng thời gian  [3],  [12],  [14]. Bên trong phiên làm việc đó, phần lớn các dòng nhật ký",3,REF-03,"J. Liu, M. A. Inam, A. Goyal, A. Riddle, K. Westfall and A. Bates","What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0121,"Khoảng trống 4: Gán nhãn mức thô, phân bổ bằng chứng yếu và nhiễu quản trị viên","oặc toàn bộ một máy chủ bị xâm nhập trong một khoảng thời gian  [3],  [12],  [14]. Bên trong phiên làm việc đó, phần lớn các dòng nhật ký vẫn là",12,REF-12,D. A. R. P. A. DARPA/I2O,"Transparent Computing Engagement 3 Data Release,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0122,"Khoảng trống 4: Gán nhãn mức thô, phân bổ bằng chứng yếu và nhiễu quản trị viên","n bộ một máy chủ bị xâm nhập trong một khoảng thời gian  [3],  [12],  [14]. Bên trong phiên làm việc đó, phần lớn các dòng nhật ký vẫn là các th",14,REF-14,A. D. Kent,"Comprehensive, Multi-Source Cyber-Security Events,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0123,"Khoảng trống 4: Gán nhãn mức thô, phân bổ bằng chứng yếu và nhiễu quản trị viên","phức tạp do sự xuất hiện liên tục của hành vi quản trị viên hệ thống  [1],  [3]. Các kỹ sư quản trị thường xuyên thực thi các lệnh bảo trì, chẩ",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0124,"Khoảng trống 4: Gán nhãn mức thô, phân bổ bằng chứng yếu và nhiễu quản trị viên","ạp do sự xuất hiện liên tục của hành vi quản trị viên hệ thống  [1],  [3]. Các kỹ sư quản trị thường xuyên thực thi các lệnh bảo trì, chẩn đoán",3,REF-03,"J. Liu, M. A. Inam, A. Goyal, A. Riddle, K. Westfall and A. Bates","What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0125,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,"người dùng, máy chủ và tiến trình qua nhiều mốc thời gian khác nhau  [1],  [5].",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0126,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,"dùng, máy chủ và tiến trình qua nhiều mốc thời gian khác nhau  [1],  [5].",5,REF-05,"M. Zipperle, F. Gottwalt, E. Chang and T. S. Dillon","Provenance-based Intrusion Detection Systems: A Survey,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0127,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,"sinh các nguy cơ nghiêm trọng về quyền riêng tư và an toàn thông tin  [16],  [18],  [17]. Các vector biểu diễn đặc trưng tiềm ẩn có nguy cơ bị k",16,REF-16,"R. Shokri, M. Stronati, C. Song and V. Shmatikov","Membership Inference Attacks Against Machine Learning Models,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0128,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,"c nguy cơ nghiêm trọng về quyền riêng tư và an toàn thông tin  [16],  [18],  [17]. Các vector biểu diễn đặc trưng tiềm ẩn có nguy cơ bị kẻ tấn c",18,REF-18,"J. P. Near, D. Darais, N. Lefkovitz and G. S. Howarth","Guidelines for Evaluating Differential Privacy Guarantees,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0129,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,"cơ nghiêm trọng về quyền riêng tư và an toàn thông tin  [16],  [18],  [17]. Các vector biểu diễn đặc trưng tiềm ẩn có nguy cơ bị kẻ tấn công kha",17,REF-17,"M. Fredrikson, S. Jha and T. Ristenpart","Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0130,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,uật tấn công suy luận thành viên (Membership Inference Attacks - MIA  [16]) để xác định xem dữ liệu của một thực thể có nằm trong tập huấn luyện,16,REF-16,"R. Shokri, M. Stronati, C. Song and V. Shmatikov","Membership Inference Attacks Against Machine Learning Models,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0131,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,"mặt lý thuyết nguồn gốc, nghiên cứu kinh điển của Fredrikson et al.  [17] đã chứng minh tấn công nghịch đảo mô hình có thể khai thác thông tin",17,REF-17,"M. Fredrikson, S. Jha and T. Ristenpart","Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,",Fredrikson et al.,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'Fredrikson et al.' bound to [17], expected [19]"
OCC-0132,Khoảng trống 5: Đánh đổi giữa bảo toàn liên kết an ninh và rủi ro quyền riêng tư,ra hạ nguồn và chưa được thực thi trong phạm vi thực nghiệm hiện tại  [18].,18,REF-18,"J. P. Near, D. Darais, N. Lefkovitz and G. S. Howarth","Guidelines for Evaluating Differential Privacy Guarantees,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0133,Biểu diễn đa góc nhìn và ranh giới Extractor–Detector,"tệp tin, tham số dòng lệnh thực thi, cổng mạng và địa chỉ IP kết nối  [1].",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0134,Biểu diễn đa góc nhìn và ranh giới Extractor–Detector,"hân loại và quy kết chiến thuật/kỹ thuật theo phân loại MITRE ATT&CK  [4], hoặc quy trình chấm điểm bất thường không giám sát tùy chọn (Optiona",4,REF-04,MITRE Corporation,"MITRE ATT&CK: Enterprise Tactics and Techniques Matrix (v19.1),",MITRE ATT&CK,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'MITRE ATT&CK' bound to [4], expected [6]"
OCC-0135,Biểu diễn đa góc nhìn và ranh giới Extractor–Detector,"thông qua các quy trình kiểm thử tấn công suy luận thành viên (MIA)  [16],  [18] và tấn công nghịch đảo/tái định danh thực thể  [17].",16,REF-16,"R. Shokri, M. Stronati, C. Song and V. Shmatikov","Membership Inference Attacks Against Machine Learning Models,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0136,Biểu diễn đa góc nhìn và ranh giới Extractor–Detector,"qua các quy trình kiểm thử tấn công suy luận thành viên (MIA)  [16],  [18] và tấn công nghịch đảo/tái định danh thực thể  [17].",18,REF-18,"J. P. Near, D. Darais, N. Lefkovitz and G. S. Howarth","Guidelines for Evaluating Differential Privacy Guarantees,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0137,Biểu diễn đa góc nhìn và ranh giới Extractor–Detector,"iên (MIA)  [16],  [18] và tấn công nghịch đảo/tái định danh thực thể  [17].",17,REF-17,"M. Fredrikson, S. Jha and T. Ristenpart","Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0138,Độ phức tạp xử lý dòng với trạng thái hữu hạn (Yêu cầu kỹ thuật vận hành ER1),"tự (Out-of-Order Events) phát sinh từ độ trễ mạng thu thập telemetry  [1],  [30], chuyên đề đề xuất nguyên tắc xử lý theo thời gian sự kiện kết",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0139,Độ phức tạp xử lý dòng với trạng thái hữu hạn (Yêu cầu kỹ thuật vận hành ER1),"t-of-Order Events) phát sinh từ độ trễ mạng thu thập telemetry  [1],  [30], chuyên đề đề xuất nguyên tắc xử lý theo thời gian sự kiện kết hợp cơ",30,REF-30,"S. Li, F. Dong, X. Xiao, H. Wang, F. Shao, J. Chen, Y. Guo, X. Chen and D. Li","NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0140,Đối nghịch mô hình,"ng, thông qua quan sát hành vi đầu ra hoặc các đặc trưng của vector  ([16]).",16,REF-16,"R. Shokri, M. Stronati, C. Song and V. Shmatikov","Membership Inference Attacks Against Machine Learning Models,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0141,Đối nghịch mô hình,"sentation/Model Inversion Attack: Về mặt nguyên lý, Fredrikson et al. [17] chứng minh tấn công nghịch đảo có thể khai thác thông tin đầu ra/độ t",17,REF-17,"M. Fredrikson, S. Jha and T. Ristenpart","Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,",Fredrikson et al.,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'Fredrikson et al.' bound to [17], expected [19]"
OCC-0142,Hợp đồng cơ chế liên kết có kiểm soát,"ình hạ nguồn thông qua giao thức CTRL-PRIV-001, bao gồm đánh giá MIA  [16], tấn công nghịch đảo theo nguyên lý Fredrikson et al. [17] áp dụng ch",16,REF-16,"R. Shokri, M. Stronati, C. Song and V. Shmatikov","Membership Inference Attacks Against Machine Learning Models,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0143,Hợp đồng cơ chế liên kết có kiểm soát,"h giá MIA  [16], tấn công nghịch đảo theo nguyên lý Fredrikson et al. [17] áp dụng cho các thuộc tính nhạy cảm của log, cùng tấn công tái định d",17,REF-17,"M. Fredrikson, S. Jha and T. Ristenpart","Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,",Fredrikson et al.,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'Fredrikson et al.' bound to [17], expected [19]"
OCC-0144,Bộ trích xuất tuần tự ngữ nghĩa Transformer,"gồm  sự kiện liên tiếp, kế thừa kiến trúc Self-Attention tiêu chuẩn  [28]. Nhiệm vụ của bộ trích xuất là mô hình hóa các phụ thuộc ngữ cảnh cục",28,REF-28,"A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, Ł. Kaiser and I. Polosukhin","Attention Is All You Need,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0145,Biểu diễn sự kiện kiểu hóa và mã hóa ngữ cảnh,"dạng , kế thừa nguyên lý mã hóa thời gian liên tục trên đồ thị động  [39], mã hóa trực tiếp khoảng trễ liên tục  giữa các hành vi liên tiếp nhằ",39,REF-39,"D. Xu, C. Ruan, E. Korpeoglu, S. Kumar and K. Achan","Inductive Representation Learning on Temporal Graphs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0146,Mục tiêu huấn luyện tự giám sát,"bị che (Masked Event Prediction, ): Thích ứng từ phương pháp LogBERT  [24], che ngẫu nhiên tập chỉ số sự kiện  theo tỷ lệ che  (trong đó đề tài",24,REF-24,"H. Guo, S. Yuan and X. Wu","LogBERT: Log Anomaly Detection via BERT,",LogBERT,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0147,Các cơ chế ứng viên kiểm soát độ chân thực đồ thị và bùng nổ phụ thuộc,"hổ biến là hiện tượng làm mịn quá mức (Over-smoothing, Oono & Suzuki  [36]) khiến biểu diễn các đỉnh hội tụ về các vector khó phân biệt, và hiện",36,REF-36,K. Oono and T. Suzuki,"Graph Neural Networks Exponentially Lose Expressive Power for Node Classification,",Oono & Suzuki,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0148,Các cơ chế ứng viên kiểm soát độ chân thực đồ thị và bùng nổ phụ thuộc,"và hiện tượng nghẽn cổ chai thông tin (Over-squashing, Alon & Yahav  [37]) khi lượng thông tin từ vùng lân cận mở rộng nhanh chóng phải truyền",37,REF-37,U. Alon and E. Yahav,"On the Bottleneck of Graph Neural Networks and its Practical Implications,",Alon & Yahav,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0149,Bộ trích xuất đồ thị động Temporal GNN,GNN. Kế thừa khung xử lý bộ nhớ và truyền thông điệp thời gian động  [40] cùng các nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biể,40,REF-40,"E. Rossi, B. Chamberlain, F. Frasca, D. Eynard, F. Monti and M. Bronstein","Temporal Graph Networks for Deep Learning on Dynamic Graphs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0150,Bộ trích xuất đồ thị động Temporal GNN,"ng các nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30],  [31],  [32], chuyên đề hình thức hóa cơ chế truyền thông điệ",29,REF-29,"Z. Cheng, Q. Lv, J. Liang, Y. Wang, D. Sun, T. Pasquier and X. Han","KAIROS: Practical Intrusion Detection and Investigation using Whole-system Provenance,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0151,Bộ trích xuất đồ thị động Temporal GNN,"nguyên lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30],  [31],  [32], chuyên đề hình thức hóa cơ chế truyền thông điệp thời",30,REF-30,"S. Li, F. Dong, X. Xiao, H. Wang, F. Shao, J. Chen, Y. Guo, X. Chen and D. Li","NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0152,Bộ trích xuất đồ thị động Temporal GNN,"lý thiết kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30],  [31],  [32], chuyên đề hình thức hóa cơ chế truyền thông điệp thời gian có",31,REF-31,"Z. Jia, Y. Xiong, Y. Nan, Y. Zhang, J. Zhao and M. Wen","MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0153,Bộ trích xuất đồ thị động Temporal GNN,"t kế từ các hệ thống đồ thị nguồn gốc tiêu biểu  [29],  [30],  [31],  [32], chuyên đề hình thức hóa cơ chế truyền thông điệp thời gian có kiểu h",32,REF-32,"B. Jiang, T. Bilot, N. E. Madhoun, K. A. Agha, A. Zouaoui, S. Iqbal, X. Han and T. Pasquier","ORTHRUS: Achieving High Quality of Attribution in Provenance-based Intrusion Detection Systems,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0154,Học biểu diễn tự giám sát trên đồ thị nguồn gốc động,mục tiêu tự giám sát đồ thị động . Kế thừa cảm hứng từ mô hình MAGIC  [31] về học biểu diễn qua cơ chế che giấu (Masked Graph Representation Lea,31,REF-31,"Z. Jia, Y. Xiong, Y. Nan, Y. Zhang, J. Zhao and M. Wen","MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning,",MAGIC,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0155,Kiểm soát hiện tượng làm mịn quá mức và nghẽn cổ chai thông tin,"hổ biến là hiện tượng làm mịn quá mức (Over-smoothing, Oono & Suzuki  [36]) khiến biểu diễn các đỉnh hội tụ về các vector khó phân biệt, và hiện",36,REF-36,K. Oono and T. Suzuki,"Graph Neural Networks Exponentially Lose Expressive Power for Node Classification,",Oono & Suzuki,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0156,Kiểm soát hiện tượng làm mịn quá mức và nghẽn cổ chai thông tin,"và hiện tượng nghẽn cổ chai thông tin (Over-squashing, Alon & Yahav  [37]) khi thông tin từ vùng lân cận mở rộng theo hàm mũ bị ép vào một vect",37,REF-37,U. Alon and E. Yahav,"On the Bottleneck of Graph Neural Networks and its Practical Implications,",Alon & Yahav,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0157,Phân tách không gian biểu diễn và không gian chiếu,"t điểm, chuyên đề áp dụng nguyên lý phân tách không gian theo SimCLR  [19] và VICReg  [10]. Chúng ta đưa mỗi vector biểu diễn qua một đầu chiếu",19,REF-19,"T. Chen, S. Kornblith, M. Norouzi and G. Hinton","A Simple Framework for Contrastive Learning of Visual Representations,",SimCLR,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'SimCLR' bound to [19], expected [21]"
OCC-0158,Phân tách không gian biểu diễn và không gian chiếu,ề áp dụng nguyên lý phân tách không gian theo SimCLR  [19] và VICReg  [10]. Chúng ta đưa mỗi vector biểu diễn qua một đầu chiếu phi tuyến riêng,10,REF-10,"A. Bardes, J. Ponce and Y. LeCun","VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,",VICReg,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'VICReg' bound to [10], expected [12]"
OCC-0159,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"ba hướng tiếp cận tiêu biểu bao gồm: InfoNCE / Contrastive Learning  [41],  [19], Barlow Twins  [11], và VICReg  [10]. Bảng 2.3 phân tích đối s",41,REF-41,"A. van den Oord, Y. Li and O. Vinyals","Representation Learning with Contrastive Predictive Coding,",InfoNCE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0160,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"ng tiếp cận tiêu biểu bao gồm: InfoNCE / Contrastive Learning  [41],  [19], Barlow Twins  [11], và VICReg  [10]. Bảng 2.3 phân tích đối sánh chi",19,REF-19,"T. Chen, S. Kornblith, M. Norouzi and G. Hinton","A Simple Framework for Contrastive Learning of Visual Representations,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0161,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"u bao gồm: InfoNCE / Contrastive Learning  [41],  [19], Barlow Twins  [11], và VICReg  [10]. Bảng 2.3 phân tích đối sánh chi tiết các đặc tính l",11,REF-11,"J. Zbontar, L. Jing, I. Misra, Y. LeCun and S. Deny","Barlow Twins: Self-Supervised Learning via Redundancy Reduction,",Barlow Twins,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'Barlow Twins' bound to [11], expected [13]"
OCC-0162,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"E / Contrastive Learning  [41],  [19], Barlow Twins  [11], và VICReg  [10]. Bảng 2.3 phân tích đối sánh chi tiết các đặc tính lý thuyết từ các c",10,REF-10,"A. Bardes, J. Ponce and Y. LeCun","VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,",VICReg,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'VICReg' bound to [10], expected [12]"
OCC-0163,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"ên đề lựa chọn VICReg (Variance-Invariance-Covariance Regularization) [12] làm ứng viên gióng hàng cốt lõi. Theo Bardes et al. [12], VICReg thiế",12,REF-12,D. A. R. P. A. DARPA/I2O,"Transparent Computing Engagement 3 Data Release,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0164,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"ularization) [12] làm ứng viên gióng hàng cốt lõi. Theo Bardes et al. [12], VICReg thiết lập cơ chế tự giám sát không tương phản dựa trên điều h",12,REF-12,D. A. R. P. A. DARPA/I2O,"Transparent Computing Engagement 3 Data Release,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0165,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"a góc nhìn, trong khi việc đối sánh triệt tiêu định lượng với InfoNCE [41], [21] và Barlow Twins [13] được định vị cho các chiến dịch thực nghiệ",41,REF-41,"A. van den Oord, Y. Li and O. Vinyals","Representation Learning with Contrastive Predictive Coding,",InfoNCE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0166,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"nhìn, trong khi việc đối sánh triệt tiêu định lượng với InfoNCE [41], [21] và Barlow Twins [13] được định vị cho các chiến dịch thực nghiệm hạ n",21,REF-21,"Z. Jiang, J. Liu, J. Huang, Y. Li, Y. Huo, J. Gu, Z. Chen, J. Zhu and M. R. Lyu","A Large-Scale Evaluation for Log Parsing Techniques: How Far Are We?,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0167,Phân tích đối sánh các cơ chế tự giám sát đa góc nhìn,"đối sánh triệt tiêu định lượng với InfoNCE [41], [21] và Barlow Twins [13] được định vị cho các chiến dịch thực nghiệm hạ nguồn tiếp theo.",13,REF-13,D. A. R. P. A. DARPA/I2O,"Transparent Computing Engagement 5 Data Release,",Barlow Twins,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0168,Cơ chế thích ứng góc nhìn khuyết và tương ứng từng phần,emetry). Chuyên đề xử lý vấn đề này theo khung tiếp cận của CPM-Nets  [42] kết hợp cơ chế mặt nạ khả dụng và suy thoái duyên dáng do chuyên đề đ,42,REF-42,"C. Zhang, Z. Han, Y. Cui, H. Fu, J. T. Zhou and Q. Hu","CPM-Nets: Cross Partial Multi-View Networks,",CPM-Nets,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0169,Cổng độ tin cậy động và Phẫu thuật Gradient PCGrad,"n hợp, chuyên đề đề xuất áp dụng kỹ thuật phẫu thuật gradient PCGrad  [43] trên tập tham số nhận đồng thời hai luồng gradient:",43,REF-43,"T. Yu, S. Kumar, A. Gupta, S. Levine, K. Hausman and C. Finn","Gradient Surgery for Multi-Task Learning,",PCGrad,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0170,Stage B tùy chọn: Phân bổ bằng chứng yếu qua Attention-MIL,"n đề đề xuất áp dụng cơ chế Attention-based Deep MIL của Ilse et al.  [44] (như một thiết kế mở rộng tùy chọn, chưa hiện thực và chưa kiểm chứng",44,REF-44,"M. Ilse, J. M. Tomczak and M. Welling","Attention-based Deep Multiple Instance Learning,",Attention-MIL,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0171,Khung dữ liệu đối chuẩn và giao thức phân chia theo dòng thời gian chống rò rỉ,khuyến nghị tránh rò rỉ thời gian (temporal snooping) của Arp et al. [10]. Khung đối chuẩn nghiên cứu bao quát 4 tập dữ liệu đại diện cho các m,10,REF-10,"A. Bardes, J. Ponce and Y. LeCun","VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,",Arp et al.,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0172,Khung dữ liệu đối chuẩn và giao thức phân chia theo dòng thời gian chống rò rỉ,"ữ liệu đại diện cho các miền viễn trắc an ninh khác nhau (DARPA TC E3 [14], LANL [16], HDFS [17], [9], BGL [9]); trong đó, tập dữ liệu HDFS đóng",14,REF-14,A. D. Kent,"Comprehensive, Multi-Source Cyber-Security Events,",DARPA TC E3,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0173,Khung dữ liệu đối chuẩn và giao thức phân chia theo dòng thời gian chống rò rỉ,"diện cho các miền viễn trắc an ninh khác nhau (DARPA TC E3 [14], LANL [16], HDFS [17], [9], BGL [9]); trong đó, tập dữ liệu HDFS đóng vai trò là",16,REF-16,"R. Shokri, M. Stronati, C. Song and V. Shmatikov","Membership Inference Attacks Against Machine Learning Models,",LANL,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0174,Khung dữ liệu đối chuẩn và giao thức phân chia theo dòng thời gian chống rò rỉ,"c miền viễn trắc an ninh khác nhau (DARPA TC E3 [14], LANL [16], HDFS [17], [9], BGL [9]); trong đó, tập dữ liệu HDFS đóng vai trò là môi trường",17,REF-17,"M. Fredrikson, S. Jha and T. Ristenpart","Model Inversion Attacks that Exploit Confidence Information and Basic Countermeasures,",HDFS,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0175,Khung dữ liệu đối chuẩn và giao thức phân chia theo dòng thời gian chống rò rỉ,"viễn trắc an ninh khác nhau (DARPA TC E3 [14], LANL [16], HDFS [17], [9], BGL [9]); trong đó, tập dữ liệu HDFS đóng vai trò là môi trường thực",9,REF-09,"X. Han, T. Pasquier, A. Bates, J. Mickens and M. Seltzer","UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0176,Khung dữ liệu đối chuẩn và giao thức phân chia theo dòng thời gian chống rò rỉ,"c an ninh khác nhau (DARPA TC E3 [14], LANL [16], HDFS [17], [9], BGL [9]); trong đó, tập dữ liệu HDFS đóng vai trò là môi trường thực thi chín",9,REF-09,"X. Han, T. Pasquier, A. Bates, J. Mickens and M. Seltzer","UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats,",BGL,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
